TS,VAL
2022-02-01 15:04:00,-49
2022-02-01 15:05:00,-54
2022-02-01 15:06:00,-59
2022-02-01 15:07:00,-64
2022-02-01 15:08:00,-68
2022-02-01 15:09:00,-73
2022-02-01 15:10:00,-78
2022-02-01 15:11:00,-82
2022-02-01 15:12:00,-86
2022-02-01 15:13:00,-90
2022-02-01 15:14:00,-94
2022-02-01 15:15:00,-99
2022-02-01 15:16:00,-102
2022-02-01 15:17:00,-105
2022-02-01 15:18:00,-108
2022-02-01 15:19:00,-111
2022-02-01 15:20:00,-114
2022-02-01 15:21:00,-116
2022-02-01 15:22:00,-118
2022-02-01 15:23:00,-121
2022-02-01 15:24:00,-123
2022-02-01 15:25:00,-124
2022-02-01 15:26:00,-125
2022-02-01 15:27:00,-126
2022-02-01 15:28:00,-126
2022-02-01 15:29:00,-127
2022-02-01 15:30:00,-127
2022-02-01 15:31:00,-126
2022-02-01 15:32:00,-126
2022-02-01 15:33:00,-126
2022-02-01 15:34:00,-124
2022-02-01 15:35:00,-122
2022-02-01 15:36:00,-120
2022-02-01 15:37:00,-118
2022-02-01 15:38:00,-116
2022-02-01 15:39:00,-113
2022-02-01 15:40:00,-110
2022-02-01 15:41:00,-107
2022-02-01 15:42:00,-104
2022-02-01 15:43:00,-100
2022-02-01 15:44:00,-96
2022-02-01 15:45:00,-92
2022-02-01 15:46:00,-88
2022-02-01 15:47:00,-83
2022-02-01 15:48:00,-78
2022-02-01 15:49:00,-72
2022-02-01 15:50:00,-67
2022-02-01 15:51:00,-61
2022-02-01 15:52:00,-56
2022-02-01 15:53:00,-50
2022-02-01 15:54:00,-44
2022-02-01 15:55:00,-38
2022-02-01 15:56:00,-32
2022-02-01 15:57:00,-26
2022-02-01 15:58:00,-19
2022-02-01 15:59:00,-13
2022-02-01 16:00:00,-6
2022-02-01 16:01:00,2
2022-02-01 16:02:00,8
2022-02-01 16:03:00,15
2022-02-01 16:04:00,21
2022-02-01 16:05:00,28
2022-02-01 16:06:00,34
2022-02-01 16:07:00,41
2022-02-01 16:08:00,48
2022-02-01 16:09:00,54
2022-02-01 16:10:00,60
2022-02-01 16:11:00,66
2022-02-01 16:12:00,72
2022-02-01 16:13:00,78
2022-02-01 16:14:00,84
2022-02-01 16:15:00,90
2022-02-01 16:16:00,96
2022-02-01 16:17:00,101
2022-02-01 16:18:00,107
2022-02-01 16:19:00,111
2022-02-01 16:20:00,116
2022-02-01 16:21:00,120
2022-02-01 16:22:00,125
2022-02-01 16:23:00,129
2022-02-01 16:24:00,133
2022-02-01 16:25:00,137
2022-02-01 16:26:00,140
2022-02-01 16:27:00,143
2022-02-01 16:28:00,146
2022-02-01 16:29:00,148
2022-02-01 16:30:00,150
2022-02-01 16:31:00,152
2022-02-01 16:32:00,153
2022-02-01 16:33:00,155
2022-02-01 16:34:00,156
2022-02-01 16:35:00,157
2022-02-01 16:36:00,157
2022-02-01 16:37:00,157
2022-02-01 16:38:00,157
2022-02-01 16:39:00,156
